business_id,year,month,extract_type,cash,cash_in,cash_out,current_balance,savings_balance,other_credit_available,credit_card_balances,num_of_payments_made,num_of_payments_received
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,2,"OBAL_CASH",2474984352.94,9121893517.26,21399934723.92,1587497480.86,-12684525.66,-237566.64,-1302432.43,6459.78,12651.51
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,2,"OBAL_CASH",3029989076.00,7379236026.78,19360551177.19,426107141.90,12603604.73,2100717.11,1296937.27,5730.31,2280.41
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,2,"OBAL_CASH",301422789.07,18859034135.27,3612259024.27,1753057303.78,23121874.02,-5391285.12,-1244845.91,8072.71,1402.79
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,2,"OBAL_CASH",2050237805.01,8691991542.64,4558696066.11,1412306163.95,26168844.28,-329730.14,-4405886.32,14279.04,528.73
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",2380477173.50,637510626.08,6423449466.30,2918998715.23,-44507753.57,-1479455.05,-7709787.56,6660.82,11038.84
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",2208911978.12,10591084237.72,17371217450.66,2276093548.52,35461073.46,4861345.41,-5457155.95,2993.89,7834.60
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",1505109556.11,7431708392.52,2205431200.54,2881491486.28,-12992685.33,2505577.81,17900.37,4517.51,3065.13
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",1196497337.65,7235349535.36,5316759494.90,2877087120.68,-33645636.01,11594539.27,-9908045.88,10506.87,4296.23
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",2278075148.91,9332158909.84,27855965344.36,1395870575.11,58013960.43,11925974.83,785380.20,2547.50,495.15
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",1155616505.69,7071496519.88,11885537201.88,2794227726.48,28728123.76,-7848302.55,-7457818.22,3429.32,3153.54
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",396119495.89,14752377055.53,14922924193.16,2251043043.68,65724582.90,6085876.12,-5383182.33,4235.60,11514.32
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",1106180782.02,2955542582.27,3601401308.52,2910936784.97,-41554522.98,10793558.36,-5044210.84,1126.48,4964.08
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",838596606.94,27632813876.33,8410617942.14,388285049.23,-2142985.65,-4720453.66,-351089.61,1343.78,10595.87
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",448016236.95,17447927074.99,9133569797.60,1706392651.99,3629748.91,-5655579.95,-141300.89,552.30,5489.48
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",2558913052.72,21451984039.39,17726239820.65,473764238.81,-48469019.58,-924303.85,-7109908.19,15358.41,11133.86
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",2906561040.89,5280578570.12,721740162.47,1518803335.13,-11896056.91,400352.70,1949618.90,13577.28,4585.17
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",2839373892.88,29686699759.62,26061797664.57,1568771409.54,61332733.42,1349301.17,-5578953.56,8008.24,11490.55
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",262190229.26,26048666219.12,16961654906.76,2156651435.29,29479396.93,9079282.73,-6128720.21,14918.88,2958.72
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",2320344976.14,16673775366.73,19457623108.58,517692128.57,43020411.14,-2704968.01,-2292189.94,9112.51,6933.06
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",423807233.63,8529145337.83,1104332634.03,2690708435.07,-40504806.65,-2477071.91,1154968.34,12305.51,11760.54
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",2935938014.90,3874500951.58,6693268085.72,2919319716.49,48569322.69,378773.19,-9510702.09,9607.03,10218.50
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",814308189.27,19178975334.08,22963095651.03,795553595.40,30484295.77,-1311230.98,-816275.01,4254.06,3850.27
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",2493416977.16,14857421526.31,23268621655.73,422485683.94,65881345.18,6191693.90,-4921653.89,11481.45,6338.81
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_CASH",912361244.15,13400138727.78,17398476174.90,1314648064.37,67642363.91,1990306.71,-4231973.17,4430.82,1453.42
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",806715387.33,18277368949.73,29352668904.22,1655985038.90,23345204.94,9972730.18,-3730399.79,5515.80,7969.56
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",2324650573.62,19319176911.48,13878011917.07,1656958291.60,18147188.52,-7830993.99,1297941.58,6017.41,10023.93
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",2320017701.91,19894945277.76,13610782478.64,-152155507.88,-1966601.09,11867600.02,-5028091.20,4460.97,10720.41
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",121459341.00,26248756899.04,4492393547.81,175112265.21,8672820.74,8946549.45,-5369500.17,7626.24,10337.24
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",2216304880.65,30056375488.36,28534064151.33,1636145695.75,8552324.20,7775721.30,-3029151.52,522.27,10107.53
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",1607608060.97,28159428168.45,6270685173.35,2028424994.07,-11321635.55,4770285.36,262156.36,1608.97,9119.50
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",18572144.10,5068491494.32,7008436168.20,2811855840.16,70124148.75,4370895.20,-8968662.14,11619.49,927.42
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",-18111700.57,8575797646.12,9003169704.36,168491002.82,-28479074.97,-6044917.68,-7174831.39,13181.71,11999.97
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",2702208506.30,22817087978.65,9835439629.84,1325236030.99,12739048.16,9526986.79,-5134453.20,7133.20,4630.22
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",2714866279.71,24338400868.08,22410192259.63,-59226403.02,39993455.31,11498343.81,-6749120.52,5877.26,11598.56
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",594684046.83,22761307531.80,5361425083.35,8299805.79,17804034.82,-478317.31,-9743873.71,4807.78,1262.92
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",2549977686.69,27425575949.31,27472266829.18,293914532.65,-26415512.10,1840791.93,-506848.12,1670.05,4011.05
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",2456635163.64,25096334553.78,9209485321.40,-44939536.56,43977924.01,6696412.07,-1707991.88,4642.00,10921.14
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",2822375436.13,5790814330.18,28951989788.65,1157960339.47,-13082895.27,-1885799.68,1344088.62,7046.22,9405.13
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",1261659835.66,17973558620.62,19492457464.11,2831734667.10,69890815.46,9923592.51,-6057913.78,9235.82,6325.92
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",2716457617.47,17677644995.33,4583789442.76,869995835.66,56830198.23,4320452.20,-3471701.34,9547.64,10463.58
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",306673684.64,3812362141.62,25237526281.97,1706000144.90,2934265.48,5273536.35,311784.66,678.03,11365.01
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",461118897.87,7466372313.63,25753031560.48,2254328474.17,87619559.40,-5266356.52,-8642603.52,405.28,12764.95
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",2499477997.06,6180502455.85,1703609401.76,1782126679.15,49905713.21,229689.76,-7538901.26,341.14,6812.31
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_CASH",1066741181.32,15890573784.37,4360715974.42,1439782894.40,56262713.91,3570472.25,949409.98,8636.44,1071.80
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",684154943.32,11576219730.52,17610325065.59,-99391686.67,-32924913.05,-3902676.03,-6340084.90,12669.01,8468.72
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",2457641499.67,4291050740.75,6858341585.20,1410953104.00,36417802.36,-2428312.26,-5263076.36,13182.42,10264.51
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",2230724313.24,7251179643.62,17996102272.99,358678217.78,84294857.16,8387897.56,1178175.48,13390.08,1357.59
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",78379749.83,733525151.02,1845199929.41,2116164814.85,74538607.48,-6396013.05,-5999774.29,9633.08,8089.41
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",2861770522.54,1754772223.27,8560041007.56,63671043.65,87501058.85,5474269.25,-5265204.65,11613.09,9220.78
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",1771173684.30,20040329529.01,15116801713.19,1760700927.54,58404318.90,9460750.45,1282039.56,14515.01,5210.18
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",961157441.15,12950972597.45,19193373395.51,-175544528.38,-2267490.25,-500581.22,-7721945.63,3571.36,9817.92
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",1339932185.22,8854369280.56,12637555983.18,1505986637.18,-15004564.86,2226132.56,749138.38,6901.01,11890.50
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",604108149.70,25399821024.81,15620065133.52,1353896704.63,79717276.03,9459773.40,-6781972.54,925.37,2812.33
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",1474564793.58,11711547455.62,16234248128.72,341105698.55,-9265650.26,3797188.48,-3922353.37,1799.25,7827.61
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",-119248429.41,5832120328.37,29116878737.68,577151143.94,45318761.44,11815454.82,-9795470.61,13367.65,13103.42
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",1282151590.28,28298742558.19,18960459900.57,-28875732.61,48140979.30,-7987067.39,-6296070.13,7265.71,7992.12
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",1801742599.54,28148497919.35,8998426795.33,1264555184.84,4909267.41,-444495.29,-6569294.54,4222.42,3127.15
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",359591725.47,9961553402.11,21501857493.29,2211058209.59,89807007.90,-7923767.50,1344850.49,9373.43,3447.06
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",2824739261.03,18929397398.83,5384419027.46,2875907557.22,91954099.16,5200117.75,1218273.65,14338.41,12126.74
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",339743313.04,19831807862.03,20437762904.60,2837814004.49,11032207.26,-7435895.62,-8020137.00,1486.15,4310.43
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",632800024.91,16372383900.22,12692487803.91,438033311.30,9013689.06,3998478.38,913909.64,14977.27,3185.67
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",6480237.91,5703284371.00,9455898504.95,2030654910.59,59333299.54,5653127.23,-1424607.64,11250.04,12697.24
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",2203066282.29,17548451752.99,5104528154.81,1430125932.80,40689866.75,309198.56,-382996.15,4754.24,11677.91
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_CASH",1323203016.24,22993720942.70,22321873263.83,2461546245.45,59076622.02,1990657.45,-8881260.17,13238.06,12341.92
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",2029644732.99,6370449620.20,1383513611.65,698075065.36,26878724.50,-3971291.41,-3368267.50,7724.12,3528.59
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",823644741.79,1963776735.97,2914150944.40,2890280907.02,-26882205.02,11512215.33,-7085050.88,4193.48,11038.20
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",1014019161.47,20124039017.20,3500868565.15,1567995892.64,6959757.23,-2120133.58,-3562807.24,2859.64,9281.04
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",2560640326.37,6867177061.12,3689996132.90,40677203.61,16026918.42,-2481967.37,-926962.67,13029.97,1476.49
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",1500976230.00,11686721048.55,2705785670.83,295555635.06,-3650431.63,-2769878.44,-402805.32,2563.61,7188.60
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",1013101401.86,20216965567.86,11447780880.36,662363525.88,-42699217.09,3430239.50,-7023037.22,4584.11,2986.36
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",3005928261.84,22128985294.48,12210808734.60,2300274238.43,-13535094.20,10362308.33,1831759.37,7034.26,4080.14
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",-147210631.97,27737999825.56,15976818296.69,1358880742.50,-43917793.49,3776509.92,-7877906.19,12586.74,5604.85
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",1200400005.75,20102861706.07,9846922285.50,2777962472.64,44632671.81,-6635548.20,1493059.59,8776.15,5591.35
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",66534758.17,24009002604.89,1157518241.30,329047454.41,23857051.44,337911.44,-1387497.91,11927.34,3442.96
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",2426857359.71,848275763.11,1412544808.53,1604990874.55,64745002.86,2066142.62,-4615487.49,7584.14,9783.33
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",3010875583.37,21394176510.10,7324812285.19,2878289499.57,42216882.49,5641988.25,-1172060.78,3978.64,1275.65
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",753874927.13,12166265631.71,10779848157.23,1164227674.35,-21524963.78,-592484.90,-9036043.18,10321.62,3761.90
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",1232228868.11,16879492373.48,21030714000.52,2960294983.44,-995984.87,763481.90,-6476233.92,15233.34,7295.14
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",63852513.37,5070183598.57,25964553217.51,536908586.24,88193079.64,-4016902.14,-9526633.72,7210.98,12917.37
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",3053442947.64,20583412109.04,16797244482.31,1326204725.16,-46932602.98,1752882.91,-671561.35,5611.44,4981.45
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",2438642532.88,28681432232.56,775376650.59,2707966112.31,76854435.65,406218.38,-293313.83,1277.38,3569.78
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",353811903.78,23207873476.60,133890050.30,2708596695.15,-12243165.09,-7801258.15,-1192046.81,13584.46,5910.39
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",319229208.56,16212084255.87,584170084.04,2578428147.67,-24243178.93,149179.12,-1421078.17,1472.41,1946.83
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_CASH",2208155139.60,3522982448.19,29341299472.74,-6815017.56,-21835608.41,-3477435.07,-4772344.97,11333.49,6859.74
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",1112148971.52,5337215841.01,26935550277.33,1804751930.48,63503507.61,-3755034.54,529527.46,11188.66,3419.32
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",225625362.38,22131916679.78,8120494026.34,220399662.21,-1259037.48,-1888170.13,-4033478.11,4019.43,1813.06
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",575597387.95,16757545160.64,26477677638.31,2679444141.18,76116638.09,4668745.11,-4296870.06,7978.07,3999.67
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",48604448.35,1657455283.97,2339835700.43,380394108.59,94133604.72,1579440.37,-8900113.91,10224.96,12259.53
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",87206302.68,27639453758.40,3696227543.61,561156739.59,60265081.84,-2677098.22,-322578.65,3891.01,2780.98
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",1786818062.71,10896978651.90,26620265922.74,541529230.77,-26213520.72,11156326.30,1413408.89,6150.93,9653.50
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",2862432157.37,13142784832.88,28376169492.71,1022454408.66,80363502.83,-2768808.82,-4611386.83,9648.53,2703.23
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",1111813838.61,22892146847.07,27113324984.38,359695899.97,-42854741.32,6323133.23,-9529254.17,10041.92,4806.86
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",1056275486.26,24601869997.97,1835518292.33,453411199.58,-5476507.82,1541679.50,-9077322.05,8340.32,5694.08
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",2986071897.11,22221608030.87,21371835070.97,160088955.53,-42106820.47,-3917120.15,-2774008.91,3441.56,12969.81
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",535022253.42,12408590719.15,3035871050.79,1151099285.85,-26954909.51,4005054.87,-5126692.21,12457.15,6976.50
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",1874232367.53,8596150632.36,24649808995.47,587209838.87,30631682.09,-6209503.71,-9439735.21,5993.24,10077.21
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",3078399038.63,704086301.71,18400465572.07,1949739221.47,76708416.83,9211061.35,-7595359.30,11780.86,6919.06
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",2352076911.89,11824956948.19,11079317784.62,1016213145.20,80650374.70,3105524.34,-9561367.09,474.23,6977.94
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",2476202200.71,1539841375.00,7309971672.62,1553359785.67,5521185.43,-4523275.27,-2273508.89,6534.94,5879.98
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",2948335049.07,16801564146.09,18663730315.18,2808676789.52,-29045950.78,8303058.17,-5685835.80,8600.33,4897.51
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",2130420625.94,17780693879.01,5905469658.71,47426401.83,-31652502.70,-5968620.00,-360161.69,14024.14,1454.09
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",25141655.58,6721049938.54,13216286888.13,2635855475.69,-7477920.31,4473508.28,-4987424.05,11186.86,12274.19
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",1384821892.72,245699338.70,3181106715.66,1532669317.05,90798442.35,-1707851.02,-2216942.88,5310.80,11050.55
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_CASH",1721956495.05,17905985570.05,1634400067.99,2868751923.79,7730496.93,1468788.61,1868301.25,5548.96,6335.72
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_CASH",-120936899.08,28768291135.44,14909685479.44,2667372997.20,66308452.53,7271469.96,-3746941.23,3470.79,10969.33
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_CASH",2908316779.46,4611879477.98,11816687711.13,724293809.14,-35322581.80,464533.64,-5597197.76,1296.71,8623.99
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_CASH",3007172591.74,14252944946.89,5984037800.76,592534420.22,11932706.32,199228.77,-2804126.32,14434.42,188.78
