business_id,year,month,extract_type,capex,revenue,expenditure,profit,ebitda,overheads,bank_charge_interest_paid,bank_charge_interest_received,total_assets,total_liabilities,net_asset_position,trade_debtors,trade_creditors
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",338083259.40,119093066848.76,3356295910.10,149073761430.73,159927535735.40,60634841.53,11282237.10,58890803.69,166224752.47,15166470152.42,205423736621.19,1014372601.49,-614718304.63
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",676321437.44,132315695254.48,2824350678.36,174620848934.92,204482934434.21,-1580685357.25,30141399.69,7969476.14,3849738.18,17261410758.45,52226582038.43,2143854369.86,-605892350.76
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",594875411.17,198843668222.22,2524626961.72,42963020323.53,153100422596.45,-277662393.88,11552114.10,10743100.10,218989878.43,16569410141.38,213332485948.04,-58906365.01,-658178489.17
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",349691182.27,57870964678.66,3406399232.22,62581562128.19,146452487716.68,-540600665.58,23727416.01,19705530.23,190388499.94,14567550412.15,206387208149.40,1812535314.43,-265838097.05
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",215399244.07,79875541766.64,3140972502.54,65415407402.41,13878899144.63,-1406598368.39,6831255.01,54950548.69,56251564.36,42384323065.45,185621692763.22,126907300.12,-169010070.33
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",582920888.00,214311594577.44,2537487555.53,178889157566.17,154188883110.11,46143474.21,33685788.99,5295677.75,70068474.31,2624895879.97,158938138010.00,-276992260.86,-351183368.54
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",638302033.63,83414325738.96,2981126223.82,154951798325.06,204479802381.68,132928235.16,33394855.56,8799271.71,160630636.29,10400908851.77,17890221453.17,948316509.80,-480222765.09
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",293058563.79,138575041415.94,1997154377.92,7038564398.56,141826652661.59,99923614.65,22492652.66,31353396.65,197180567.28,-350473868.55,44112054863.61,1489996544.05,-712242432.62
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",326475707.48,198082624809.16,2889713050.33,192923023553.84,68318808873.21,-1253607698.73,11377525.26,64625320.50,30975826.09,-620504286.83,3518414542.64,1500132167.64,215396838.18
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",335314184.69,122530727407.47,578439600.91,177085591698.16,187806047786.60,-754454252.19,35383251.95,48659146.45,129222049.81,4658190980.66,67225052067.70,1572287469.37,-471987589.86
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",613495674.75,111590179220.99,2796407092.77,68505595042.12,17508817277.95,-1044948557.23,41624589.12,42339607.18,233511173.92,30928736193.80,79555942938.48,1773111663.13,-1016124979.39
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",205870963.76,46561843285.03,1314150214.14,164100472586.86,186145024719.79,-3255101.48,30332812.29,21393945.15,123134936.46,36722784377.84,99744972644.09,2147808065.74,-616463483.38
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",698722416.53,17850383313.00,1608017125.07,43765826563.45,182483530655.76,-242049754.94,32792868.09,37143882.84,262446564.11,33319755208.52,166569961778.79,1106950997.69,-938678746.09
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",-21147036.36,115890871601.99,1649671439.29,11043303393.17,146153403894.24,-875233519.62,29104719.74,12457626.39,215682747.56,42506510089.13,38166841653.16,1495071848.17,-232463175.26
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",151031929.29,206487459570.36,937846512.86,182975352783.75,188607477131.43,-2116412659.91,24184837.57,26513193.54,156676774.55,21118242731.65,215543549603.03,866630460.00,-424613058.16
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",-50841011.41,50358982634.48,3638381077.22,78069875525.06,142078170769.73,-352853212.89,39733779.55,79390405.27,102249277.06,14993523435.12,111437068667.56,-276044372.89,-927718675.34
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",36689603.54,109063570900.48,2897287348.77,68345258467.61,155062718861.07,-2023398125.74,615008.25,24317418.96,126731783.71,29348262541.80,101043767265.27,1594600942.90,252461631.70
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",337495405.67,14133695203.24,1895420120.80,24565165449.29,207200120153.54,-518535453.44,28998731.47,77298145.05,183842096.87,33508671326.23,42363907713.53,983002461.13,191186533.47
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",253036042.08,73499758312.28,159378509.94,155803958810.18,209991752269.56,-617191715.94,25279168.62,3558768.89,45496538.94,3372743843.08,144698485409.94,962190064.81,-1294040226.13
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,4,"OBAL_P&L",66705510.70,69634192568.48,1430280582.27,139970091705.87,54630787181.40,-116213417.02,9518104.22,50937832.15,216903896.68,-1208013337.48,99037102836.26,2042223287.58,-85476839.28
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",227040515.01,101166958764.64,1322363079.66,154488209991.38,177278684111.08,-1289332252.16,6846633.42,73891653.03,103273879.13,13413228132.82,55041841735.96,1201875130.09,-455629795.67
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",135921268.75,67074460406.30,2432189905.47,41015642658.73,139912631187.28,-1099958080.96,31220603.91,13343991.27,227126252.88,193217666.06,63851218014.85,-240920463.44,-405728351.26
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",499074626.32,152150655804.72,3289746075.52,112318028231.57,152225609515.11,-1375630147.88,11517690.90,75318100.87,38264883.94,34203912774.89,144831485171.87,137356529.54,-157423492.84
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",282717723.08,53252607537.53,1674320149.76,23022713606.15,180205720377.35,-268486329.08,8697472.91,55531007.91,255483881.92,26590632732.50,31789015103.41,455904964.08,-9707183.56
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",515942763.82,204351276765.03,2757378043.04,138995807281.91,120856583090.62,-483102574.41,41811301.94,81506678.03,78527085.29,16010232031.63,215667274592.55,1662061975.75,-179292808.53
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",91014005.24,26600014863.91,2829491945.66,176370141122.58,56730603315.61,-209048526.37,27620430.66,17186082.12,57250819.78,4876760892.78,174889086427.68,719631084.02,-165836962.73
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",611177824.90,146982301574.35,1283522673.40,192971914153.50,35185771526.98,-174767979.88,2887624.20,34165768.36,170915193.68,7815817420.95,129402299435.45,2121801039.29,-216718201.12
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",210468179.56,101561293057.96,2703171321.15,54219499744.99,152751989317.58,-914300036.26,11014058.28,68101145.22,64871498.37,24569982866.17,139001533631.26,676867225.53,-1364827248.29
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",574474333.06,219651901682.25,312466882.74,107175482199.14,14981914966.96,-325247408.83,39100397.75,51868694.71,217367001.11,20478625898.96,26243300057.78,711829786.77,-750172057.74
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",340951624.96,165737018583.22,3961111902.43,12104717695.58,137901964695.03,-2014591865.32,47232587.59,43979279.38,253318480.84,14685412058.87,173639037718.49,1399310489.23,-909552701.30
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",590368287.91,7881923719.96,2753510585.90,203941793469.80,62870139071.90,-311793722.80,18696643.82,54583304.98,196338239.63,25875539204.90,37436075923.91,2134267862.42,-281704099.25
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",350312464.03,200039563025.69,660866649.85,72505396667.92,185082254389.24,-1181443166.03,5112871.57,13075548.54,25773982.14,32441069461.68,160384033252.81,1805967520.56,247894251.94
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",649892102.31,80384153962.87,1681826812.21,65614459072.02,198844572260.10,-588692676.86,31512838.20,22583221.59,214077272.41,32564436467.01,157364843132.05,1858855625.24,-519510641.72
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",176817232.88,87861718732.96,3394613884.88,100840251583.60,134462485729.18,-2148114150.41,39133770.07,65382268.47,-2539063.68,27224847002.23,10130460391.06,1003942219.47,-276880830.25
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",252749581.60,22959466589.81,796560094.15,154673144202.90,83477215267.90,-1544819104.23,4089807.85,1298542.71,68602193.84,2262089441.64,102888577910.63,1949326178.57,-749744114.97
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",82470763.16,3205509017.23,3313344273.52,38403871026.39,206662780390.24,-2054346960.90,26635017.57,22662701.57,246091482.97,14345942333.08,62464828147.30,1081965301.69,-1013354722.22
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",-43415476.03,1423958340.67,2757183395.70,63527152729.29,127544422341.60,-1534876744.27,17605012.28,33155621.26,127930363.87,37736464023.56,18231235364.58,751415519.62,-1332409851.55
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",100852077.40,124995694230.82,652140470.63,30682406802.83,702671453.03,183639167.39,13116517.35,54757086.06,84735015.40,34075400617.75,106862613452.93,302491963.59,-367644086.58
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",120206387.02,23671866143.85,876551122.57,38127682234.13,13421746841.73,-1248246717.53,41126422.68,19340669.88,119612141.58,27642445229.56,207801948363.48,1178538309.16,-1364275173.23
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_P&L",363612780.52,132293620686.77,2625029925.63,68412743103.66,80819600314.44,-533962775.29,5208034.60,73994128.58,147227203.76,33121953281.81,24339933757.06,1373563763.06,-512312470.74
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",366201503.14,104842615966.09,297165767.42,190792862685.00,145411813033.26,-245592976.22,32986937.56,4670102.59,55785414.88,26517389718.53,194747715276.62,-10969715.30,-195278406.47
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",245707656.88,127866199906.56,680339587.79,59711589829.33,60373956883.62,-1533555264.15,5006585.55,66417342.68,19948278.42,17652091469.45,209525573992.07,158588184.20,143780432.99
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",681447232.78,146349781.87,2331400299.02,27478232054.88,83916974951.66,-1804764567.65,12837661.75,17517530.80,71368689.04,-347832331.85,167695192674.77,-4302287.61,-363842288.89
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",188329618.58,173124746651.88,3304148974.90,2789993370.34,196251694855.91,-1060062963.09,41781024.65,36627243.27,134243321.11,20814421053.48,27690556278.28,589451594.40,-206565300.78
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",453405014.58,73886603076.49,3736232779.72,63321391444.47,123644904702.43,34419701.49,38178833.79,4084606.34,143834712.45,3597129938.15,16123158425.51,2115991744.08,-979158284.98
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",195545085.42,188585630942.14,1831423765.08,81550306120.78,174859582336.37,-633449247.35,40142423.03,25795443.16,8479084.59,20824108812.29,170151623586.25,1672423705.23,-422407163.64
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",398366613.45,49708172103.03,1357901413.60,30778991373.71,16366159779.79,108388979.32,8023711.31,458574.99,24151549.22,31115939269.25,127201852935.10,420020815.18,-709351453.34
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",66588621.53,58528694497.25,3156381792.55,162054414744.17,87507630291.16,-428952939.91,4506112.38,1662119.76,99878177.42,17994150735.90,139654253673.32,930763160.41,-178239424.15
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",38698000.53,30437685089.56,1312503515.44,75624982752.99,76151712266.42,-1654683659.08,20992285.03,21926319.58,254573347.64,12999228164.41,214877118668.89,698693824.98,-977694788.75
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",90001533.74,117260805912.68,1786172699.74,39221685510.82,40162440930.34,256102614.35,46712194.64,41891748.73,186644254.75,14413702453.11,192589706755.18,661178193.29,-1207528251.60
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",257060269.84,41666794483.51,3085611819.95,210576144203.66,77322554956.84,-497908382.51,16323518.26,10431530.81,157364559.28,-1126464747.07,132633053512.65,1244097538.67,-844121688.67
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",430239763.57,203542387396.38,974000743.01,135412532178.65,4968832251.72,-1883533748.98,30605778.65,3249692.82,78526194.67,40576248304.15,32606380065.16,1419551134.14,128995536.65
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",26719074.73,46849892619.00,2286732997.51,176172771282.20,18450830611.62,-62738645.87,17983622.60,39285699.61,131481238.28,12656957854.15,155615924359.28,1792754162.53,67043200.92
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",687748035.63,153160863667.73,2719000211.97,31803869637.73,87859251855.46,250617487.05,29487446.85,33408973.12,187903729.48,10004369700.17,33705190786.49,703147192.01,-18024127.23
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",696874283.11,23818215222.40,2757610325.26,42739305700.48,116993435809.52,-1262772331.02,8335557.10,68381868.60,41081345.84,39620165584.69,85425338689.12,445703733.38,-242572247.39
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",420091560.90,152312602929.42,933179203.95,159343098814.55,119302071832.08,-529210535.70,3724135.83,13790856.62,41294299.30,5462710407.14,163264577177.21,169331698.45,-928723593.84
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",83884287.87,169316509085.26,2411192319.87,65736031294.63,94704770658.55,-1626241899.36,20515375.76,3939705.00,8655950.59,9394445282.10,174015884618.37,125886505.30,-432819169.23
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",366076149.28,76916311100.01,2097978467.86,159937429041.47,190383669680.63,-439851812.02,10747566.95,26759676.71,74976992.89,34794754625.44,75847747443.65,1341431266.29,167274297.76
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",370461390.73,26581954790.94,1944254558.00,180901713802.86,47220368129.92,-213465257.85,19642424.80,40712581.59,200895012.03,25023868010.74,197834842261.53,165077645.61,101922877.89
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_P&L",99695691.96,14446573025.91,3809973020.24,96469294052.63,187402144504.63,-2264143390.88,43253432.70,57570421.80,28312442.07,14581734707.47,68158548350.26,1747972195.39,-52820915.04
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",422211720.37,42597679683.59,2982866705.30,204621040098.89,19798589622.04,-435130995.64,48765135.44,57351859.67,242574139.74,37758574878.76,122346646800.60,194173888.75,-434396202.73
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",485499757.29,30260047419.07,668091763.05,11985690166.14,161672010392.76,-1497712938.72,4926230.45,58830906.52,8262176.99,41668121819.46,155752611537.84,1051346116.34,-441303918.09
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",314029056.81,47630691619.77,2958193564.20,87802300703.84,153303608908.76,174242399.37,3797639.42,38020471.58,236274314.92,31647258550.48,187435780693.38,1552346750.99,124382303.20
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",100787940.24,44535882487.48,687447396.86,205384414738.82,10869323725.00,-414385446.87,37986488.51,15249453.72,105875575.84,21692833942.04,200409270596.40,1126930048.79,-331778752.94
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",78698473.19,214688529523.45,2166441523.89,17268490497.93,30407384316.25,-378368384.43,21645480.36,6774842.44,113622517.42,3937460474.13,79320789885.88,1151480046.39,114459508.72
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",506535513.79,18807417686.21,1647590369.70,150984186701.20,33182131367.31,-209535921.28,27841730.94,19354760.98,152054655.76,34946414514.37,88586474904.09,728194689.24,-497184421.54
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",533507784.45,151816802858.10,3701124979.49,144365188298.30,54312530089.82,-1720730235.37,14965489.05,11678970.72,112741422.82,26534873670.97,183250483641.26,1669929014.26,-94855341.64
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",186885693.00,137446035784.92,963874765.25,189784163407.01,126155444034.64,-1747568928.09,34001922.96,63322794.90,180021356.44,18364252328.89,174917488757.35,857483136.07,-230661119.45
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",482409477.03,97665014780.72,2882658260.19,94717800660.25,100010569230.67,-1486880133.25,38373730.10,37114045.94,224145316.93,22021343321.51,10599287362.87,1445862906.77,-535751354.41
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",647463012.73,219533231711.66,193440820.55,212392580453.17,17925265043.24,-205436142.13,15890451.86,49074952.16,237073331.70,41759707395.45,97654796026.23,995595471.24,-329967453.54
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",126629926.57,13610105837.08,2242140455.65,63561001026.26,195354970696.35,-2188802020.78,40096125.87,2553484.65,49151975.35,7061347627.22,108138788075.66,183429142.63,156474573.63
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",-12606591.72,154408247489.96,621769034.47,178416530922.08,5315863877.47,-2300122185.75,2365452.11,54156148.13,-2891992.41,37380355229.56,52384638476.81,154930247.12,159531876.41
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",676216189.70,98700795441.10,3594534707.45,173386973429.44,216037136621.61,-1775483848.97,9410744.06,16308728.96,223613419.98,-1255910473.58,185982380840.60,20466472.97,-159537478.06
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",605889183.77,32799017340.84,1573842408.33,167416601995.96,144017619348.98,-1347633729.57,11032417.81,34864387.58,158050372.24,831150094.95,82828363805.40,1471683933.38,-352628973.25
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",640691395.34,45488423731.50,2234763678.54,169659069779.89,144772111939.30,-1546021922.76,882119.98,80414030.69,36982174.34,3925119237.54,38320628092.52,1614815427.67,-713670426.09
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_P&L",582969892.79,74654318516.29,720213820.74,115448280103.46,159048333495.80,-285985373.44,7697012.92,64541835.82,91944016.04,22586885973.75,28379891839.97,1473691415.97,-54239984.72
