business_id,contact_id,invoice_id,type,date,due_date,currency,amount,amount_outstanding,tax_amount,payment_status,count_paments,first_payment_date,last_payment_date
"0fb822ea79f38dae5e35d4842a81bf74ee10d7e131c963039683165154f5892e",21,"642","PURCHASE",2020-10-25,2021-02-22,"USD",139683.11,60549.74,7223.00,"PAID",5,2020-11-09,2020-11-24
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",38,"236","PURCHASE",2021-02-11,2021-02-21,"NOK",50530.23,31707.32,2776.40,"UNPAID",4,2021-02-14,2021-02-17
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",24,"601","PURCHASE",2022-09-25,2022-10-05,"USD",146631.97,90155.07,4552.44,"UNPAID",9,2022-10-24,2022-11-22
"659af215b2be5054ae08831999a41ec41716fd5cf5701d05a46380edd2f3c127",,"968","SALE",2023-11-08,2023-11-18,"NOK",76136.76,69633.63,6178.78,"UNPAID",5,2023-11-20,2023-12-02
"803cd0dc58d423e620db58c05a1e0ca1bd43bbc3bf4c358a400b2f2011ddd506",25,"678","PURCHASE",2023-11-01,2024-01-30,"NOK",26027.78,4171.82,9783.15,"UNPAID",6,2023-11-29,2023-12-27
"2baf57ded8dc232554d0a09bbd2fb31ae1330511de65b0d7e6a3c6262644e6b7",,"899","PURCHASE",2022-08-26,2022-09-05,"NOK",107944.80,28333.90,467.11,"PART PAID",1,2022-10-02,2022-11-08
"b8821cef06839792c5b5e65f97b75bcc78acae459e88bf6dc53aa3ebceed4564",38,"125","PURCHASE",2023-11-06,2024-01-05,"NOK",140766.43,44968.08,3249.19,"UNPAID",3,2023-11-27,2023-12-18
"b8821cef06839792c5b5e65f97b75bcc78acae459e88bf6dc53aa3ebceed4564",38,"170","SALE",2023-12-18,2023-12-28,"USD",149302.08,79235.86,4737.44,"UNPAID",9,2023-12-28,2024-01-07
"19e89263467c6c1c49df9efcc35aee1bd8eb4d6a67bf3c4f15a5cb3fae6a1ffa",,"954","SALE",2020-04-04,2020-06-03,"USD",71325.12,40659.98,3494.44,"PAID",2,2020-05-04,2020-06-03
"e61b211c81b3bd47745f160cc928a5057233f2a4c6107770ad66d27a2d847606",9,"672","PURCHASE",2021-04-25,2021-08-23,"EUR",121796.41,44933.88,9867.54,"UNPAID",2,2021-05-23,2021-06-20
"45f43b72869de671be07cf04c6fe3c2f725e5b94795f868099191731cc3de385",23,"968","SALE",2020-09-09,2020-09-19,"GBP",105801.16,66558.92,7847.34,"PAID",5,2020-09-28,2020-10-17
"b8821cef06839792c5b5e65f97b75bcc78acae459e88bf6dc53aa3ebceed4564",38,"197","SALE",2021-05-19,2021-08-17,"USD",160355.08,72226.90,561.75,"PAID",9,2021-06-25,2021-08-01
"43e57fa7613a31a8098a46def2c02c3e7110777a8c0ac2799f71f5b1853b055e",15,"573","PURCHASE",2021-07-02,2021-07-12,"GBP",163109.82,63670.06,7363.85,"PAID",8,2021-07-04,2021-07-06
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",32,"404","PURCHASE",2024-03-18,2024-05-17,"USD",128402.20,71413.78,6626.00,"PAID",2,2024-04-15,2024-05-13
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",24,"381","PURCHASE",2023-07-21,2023-09-19,"NOK",122568.10,99564.86,8621.99,"UNPAID",6,2023-08-09,2023-08-28
"d73cd5a93e5fcdfe7add3b2d3649e89fc9d3b97ceb74428965275c07ddfd314f",16,"650","SALE",2022-02-17,2022-05-18,"NOK",42974.73,7820.28,894.87,"PART PAID",7,2022-02-24,2022-03-03
"db9c21613caa51b362f30f2f165d0773639627dbe219250abb8c8d4e1b48e284",13,"135","SALE",2023-04-10,2023-08-08,"NOK",118081.43,44412.37,2853.82,"PART PAID",1,2023-04-11,2023-04-12
"2baf57ded8dc232554d0a09bbd2fb31ae1330511de65b0d7e6a3c6262644e6b7",,"334","PURCHASE",2023-04-29,2023-07-28,"EUR",151012.76,91448.86,8727.84,"PART PAID",7,2023-05-19,2023-06-08
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",38,"481","PURCHASE",2023-04-14,2023-05-04,"GBP",141852.58,82314.57,5228.69,"PAID",10,2023-05-07,2023-05-30
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",,"400","SALE",2022-09-03,2023-01-01,"USD",62983.62,61700.12,7754.11,"UNPAID",2,2022-09-06,2022-09-09
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",24,"848","PURCHASE",2021-10-22,2022-02-19,"GBP",166591.63,80142.76,2349.61,"PAID",1,2021-11-17,2021-12-13
"65776273c5e1b288f004a90df07d8384179f5e2493ddbe929e334b60f772e13d",,"617","SALE",2021-01-05,2021-02-04,"GBP",93520.32,18623.94,639.33,"PART PAID",9,2021-01-14,2021-01-23
"db9c21613caa51b362f30f2f165d0773639627dbe219250abb8c8d4e1b48e284",13,"684","PURCHASE",2022-06-27,2022-07-27,"NOK",48523.79,31100.03,5726.65,"UNPAID",10,2022-07-29,2022-08-30
"45f43b72869de671be07cf04c6fe3c2f725e5b94795f868099191731cc3de385",23,"853","SALE",2022-08-06,2022-10-05,"GBP",126576.97,34174.60,5919.80,"UNPAID",4,2022-09-13,2022-10-21
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",,"203","SALE",2020-08-27,2020-12-25,"USD",109879.61,16372.44,2002.38,"PAID",10,2020-09-13,2020-09-30
"b78bcbbf58dbf86b6771f63058ae837df1865d5e0bc0ec9bf9d6c215ce3cf73e",12,"917","PURCHASE",2023-09-16,2023-10-06,"USD",35525.77,6222.79,5519.73,"UNPAID",9,2023-10-22,2023-11-27
"283905797b9e55611dec8be4147a62efdac19cd142d061ef8d03f5f9d1183d1d",19,"379","PURCHASE",2023-06-16,2023-06-26,"USD",104667.53,51691.45,4074.63,"UNPAID",1,2023-07-08,2023-07-30
"bd4e628f0dacb74fe2e4c9447015338cfe0cc05defd2fcffc8842214f78b9088",,"944","SALE",2020-03-07,2020-06-05,"USD",71501.49,61805.97,7738.56,"PAID",5,2020-04-04,2020-05-02
"c2ca6291f6ddce027649e7e86bcdb38492b91f19d8592fa5bf6ba874629f4c74",5,"790","PURCHASE",2023-11-06,2024-02-04,"EUR",147764.29,80117.00,6175.73,"PAID",10,2023-12-09,2024-01-11
"8435521a12b57cae5a5adefe6ab14c9525f430ddf6deea5769a3805db31a23d9",34,"65","SALE",2024-04-10,2024-06-09,"EUR",115073.51,21118.24,3120.66,"PART PAID",1,2024-05-18,2024-06-25
"bd4e628f0dacb74fe2e4c9447015338cfe0cc05defd2fcffc8842214f78b9088",,"24","SALE",2020-12-21,2020-12-31,"GBP",21914.87,6694.37,6683.99,"UNPAID",9,2021-01-07,2021-01-24
"abb8ceeb934339450fa0f66da6228c2c65853ce890a87597a3ed75cc1b8fca65",2,"453","PURCHASE",2023-04-06,2023-08-04,"GBP",168751.52,90118.78,6604.59,"PAID",5,2023-04-10,2023-04-14
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",32,"560","SALE",2020-03-05,2020-03-25,"GBP",129372.25,81145.82,2155.44,"PART PAID",9,2020-03-12,2020-03-19
"dba8deb6e76acb5ddee631be275c5265c5d78b6d60d53f0a9a7b6b85c2db7c11",11,"242","SALE",2021-11-11,2021-11-21,"NOK",32758.97,16446.48,9813.62,"PAID",3,2021-12-04,2021-12-27
"26f94507172b370ab2568ef5139e96967703d52d1a981265b61de009771f35b9",28,"534","PURCHASE",2023-09-20,2023-10-10,"USD",146533.50,81017.46,2462.22,"PART PAID",8,2023-10-03,2023-10-16
"8435521a12b57cae5a5adefe6ab14c9525f430ddf6deea5769a3805db31a23d9",34,"484","SALE",2022-12-04,2022-12-24,"GBP",74756.21,59015.15,5606.94,"UNPAID",3,2022-12-18,2023-01-01
"32835c9c367308df45bf886650042712ce4307453c070573c4083ff3960850a0",24,"439","PURCHASE",2020-08-02,2020-10-31,"GBP",158443.07,67399.94,2146.86,"UNPAID",0,2020-09-03,2020-10-05
"503128a27876056ba897a6f885807418a96cc4208c5570da638b1d1914d96ed1",31,"326","PURCHASE",2023-11-20,2024-01-19,"USD",141810.00,84460.62,7956.66,"PAID",2,2023-12-11,2024-01-01
"e23dbf85668303efd67a3bb97eefe256c0db89196df3d4d492fed1f15f790d79",16,"225","SALE",2021-09-02,2021-09-22,"GBP",138600.87,93056.49,2399.51,"PART PAID",0,2021-09-21,2021-10-10
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",38,"317","SALE",2020-05-28,2020-06-27,"EUR",93851.68,77684.70,2960.75,"PAID",8,2020-06-26,2020-07-25
"abb8ceeb934339450fa0f66da6228c2c65853ce890a87597a3ed75cc1b8fca65",2,"187","SALE",2022-07-29,2022-10-27,"USD",128351.10,31023.46,7815.78,"UNPAID",4,2022-08-09,2022-08-20
"72c385adb7eba56460e76963a65f74c4ac09e4ac4a5f6664dee0e70651c462d2",12,"951","SALE",2022-12-16,2023-01-15,"USD",70590.23,68999.60,6569.18,"PAID",2,2023-01-21,2023-02-26
"706d178430b50660e79ba908bcf210441ce59b3ea1591703e8b5c038967375ed",,"112","SALE",2023-06-10,2023-07-10,"EUR",106047.46,25443.15,4720.39,"PART PAID",5,2023-06-15,2023-06-20
"ada7a26a3286f625b503e10a486fd11715f0ceedb2c1626d0bc4bb7ac971271f",,"951","SALE",2020-09-07,2020-09-27,"NOK",64021.67,6759.52,1956.40,"PAID",9,2020-09-18,2020-09-29
"4389e0bc56d1682d0daed6501c581afc5f28adef13f66283615ceea77e92a0cb",14,"35","PURCHASE",2020-08-02,2020-10-01,"EUR",121021.45,22600.68,5889.34,"PAID",10,2020-08-05,2020-08-08
"db9c21613caa51b362f30f2f165d0773639627dbe219250abb8c8d4e1b48e284",13,"859","SALE",2024-04-26,2024-07-25,"USD",26803.04,2657.73,566.05,"PART PAID",1,2024-05-20,2024-06-13
"f114d44b77897d3173add5ccf6ec75f1318d8c0f15ad6dce77bc17cbe2f54561",1,"855","PURCHASE",2022-08-22,2022-09-01,"USD",132730.63,50890.28,5433.55,"UNPAID",7,2022-08-23,2022-08-24
"b451e6f1c5be3b4331396acc8c0c3b075bfa42f7b4988e14b7c0f67f99b292d3",36,"872","SALE",2023-07-20,2023-09-18,"NOK",70073.49,9007.70,8705.59,"PAID",7,2023-07-28,2023-08-05
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",,"718","PURCHASE",2022-05-22,2022-06-21,"GBP",156009.94,67570.73,5951.36,"PART PAID",7,2022-06-07,2022-06-23
"abb8ceeb934339450fa0f66da6228c2c65853ce890a87597a3ed75cc1b8fca65",2,"13","SALE",2020-07-11,2020-07-31,"USD",99642.09,69295.60,2456.69,"PART PAID",4,2020-07-28,2020-08-14
"8328413235ffabb17899783cd3a631960f046927cb289ce66f70c58ade4d1074",,"456","SALE",2022-12-09,2022-12-19,"NOK",135953.38,58186.84,3577.03,"PAID",9,2023-01-02,2023-01-26
"e61b211c81b3bd47745f160cc928a5057233f2a4c6107770ad66d27a2d847606",9,"935","PURCHASE",2022-06-03,2022-06-13,"EUR",84109.63,38549.73,3131.89,"PAID",1,2022-06-09,2022-06-15
"26f94507172b370ab2568ef5139e96967703d52d1a981265b61de009771f35b9",28,"564","SALE",2020-03-04,2020-05-03,"USD",86760.07,66818.95,1939.97,"PART PAID",5,2020-03-11,2020-03-18
"26f94507172b370ab2568ef5139e96967703d52d1a981265b61de009771f35b9",28,"961","PURCHASE",2021-03-08,2021-03-28,"USD",48845.45,38151.14,1108.34,"PAID",9,2021-03-31,2021-04-23
"1e02d7d908ab16c4dcad5e759b24bce951ae5351253c34d4088592421f4ce007",21,"826","SALE",2023-02-23,2023-05-24,"GBP",45692.21,16040.40,1873.20,"PART PAID",0,2023-03-17,2023-04-08
"8328413235ffabb17899783cd3a631960f046927cb289ce66f70c58ade4d1074",,"680","SALE",2022-04-12,2022-08-10,"NOK",72842.72,15761.24,9567.93,"PART PAID",7,2022-04-26,2022-05-10
"6855281a658939322212f1f45212b1835e8baa09552cceea8082550ed02a00b4",,"398","SALE",2021-11-05,2021-11-25,"NOK",142103.62,91112.60,1764.53,"PAID",10,2021-11-10,2021-11-15
"96c6e79195d059fcea80caf98ed7d11e37f5a594966fc0e9e9a59bb19aee5448",31,"419","PURCHASE",2024-03-28,2024-05-27,"GBP",173778.22,82858.41,588.24,"PART PAID",10,2024-03-31,2024-04-03
"65776273c5e1b288f004a90df07d8384179f5e2493ddbe929e334b60f772e13d",,"29","SALE",2021-03-01,2021-05-30,"USD",105896.70,36060.44,233.14,"UNPAID",1,2021-03-12,2021-03-23
"26f94507172b370ab2568ef5139e96967703d52d1a981265b61de009771f35b9",28,"588","SALE",2023-12-28,2024-03-27,"GBP",140671.77,94937.23,5670.64,"UNPAID",1,2024-01-23,2024-02-18
"659af215b2be5054ae08831999a41ec41716fd5cf5701d05a46380edd2f3c127",,"7","PURCHASE",2021-03-22,2021-04-01,"NOK",147594.67,96898.07,4699.83,"PAID",3,2021-05-01,2021-06-10
"bb31c62bf0d6bf3e7d922fbccdaef390a5d778ee7f1d7a994cc4676e7442d495",4,"666","PURCHASE",2022-02-25,2022-05-26,"USD",127172.90,95838.55,525.50,"PAID",5,2022-03-28,2022-04-28
"803cd0dc58d423e620db58c05a1e0ca1bd43bbc3bf4c358a400b2f2011ddd506",25,"542","SALE",2020-12-14,2021-01-13,"EUR",89508.55,55682.89,575.16,"PART PAID",4,2021-01-02,2021-01-21
"45f43b72869de671be07cf04c6fe3c2f725e5b94795f868099191731cc3de385",23,"750","PURCHASE",2023-06-28,2023-10-26,"EUR",102481.35,47354.26,9608.75,"PAID",0,2023-07-20,2023-08-11
"4389e0bc56d1682d0daed6501c581afc5f28adef13f66283615ceea77e92a0cb",14,"937","PURCHASE",2022-10-27,2022-12-26,"USD",77148.68,39409.94,4981.76,"UNPAID",9,2022-10-30,2022-11-02
"8d12b6f3f87475ee7197496154682fec844ec63b05836bc978338185e1e54759",12,"228","PURCHASE",2022-01-30,2022-05-30,"EUR",24998.05,8929.60,4738.08,"PAID",9,2022-02-06,2022-02-13
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",32,"291","PURCHASE",2023-06-16,2023-07-06,"GBP",22366.27,5058.03,9108.11,"PAID",7,2023-06-20,2023-06-24
"401805e3b1d0bbeed8928ad5d3263555c1158ab1adeca1d0c8ffedb311e91732",15,"139","PURCHASE",2022-11-07,2023-01-06,"GBP",154985.74,91906.46,9723.90,"PAID",7,2022-11-19,2022-12-01
"e61b211c81b3bd47745f160cc928a5057233f2a4c6107770ad66d27a2d847606",9,"483","SALE",2023-03-18,2023-03-28,"USD",76872.62,20762.47,6697.10,"PAID",10,2023-03-23,2023-03-28
"0fb822ea79f38dae5e35d4842a81bf74ee10d7e131c963039683165154f5892e",21,"464","PURCHASE",2023-05-04,2023-08-02,"NOK",118511.64,96834.67,9932.51,"PART PAID",9,2023-05-16,2023-05-28
"ee5c0fad525969afa1752bb3c697da571be93ab4a89566cc5a0ccd586adcd555",,"860","SALE",2024-01-10,2024-01-30,"EUR",128296.95,48868.16,1109.13,"PART PAID",7,2024-02-07,2024-03-06
"8435521a12b57cae5a5adefe6ab14c9525f430ddf6deea5769a3805db31a23d9",34,"624","SALE",2023-01-09,2023-02-08,"NOK",110352.79,88221.37,7633.51,"PAID",4,2023-02-15,2023-03-24
"503128a27876056ba897a6f885807418a96cc4208c5570da638b1d1914d96ed1",31,"868","SALE",2023-09-11,2023-12-10,"NOK",146075.50,82374.75,458.42,"UNPAID",2,2023-10-16,2023-11-20
"f114d44b77897d3173add5ccf6ec75f1318d8c0f15ad6dce77bc17cbe2f54561",1,"665","SALE",2020-12-01,2020-12-21,"NOK",127782.24,31896.44,3552.96,"PAID",9,2020-12-21,2021-01-10
"d35fc675857b95225a41cbbb43d4c6089052915b074ae7e20ec843ecd525b1bc",,"888","SALE",2023-07-25,2023-08-14,"NOK",122232.65,27771.56,6676.04,"PAID",7,2023-08-02,2023-08-10
"fcda85d46b12d020375d586b89ff2b0c608ecc11e9c878bb6b5c156c4e87475a",18,"825","PURCHASE",2022-04-21,2022-05-21,"EUR",110631.45,41401.57,861.84,"UNPAID",7,2022-05-03,2022-05-15
"0df91309d6a229c449bf2ddda9cc0776178fc7717cd5c9ffae8d702fd01280c9",,"88","PURCHASE",2020-02-24,2020-03-05,"USD",100361.06,3116.51,3848.75,"UNPAID",8,2020-03-16,2020-04-06
"96c6e79195d059fcea80caf98ed7d11e37f5a594966fc0e9e9a59bb19aee5448",31,"380","PURCHASE",2022-08-25,2022-09-14,"EUR",30102.21,15732.53,8969.41,"PAID",9,2022-09-19,2022-10-14
"d73cd5a93e5fcdfe7add3b2d3649e89fc9d3b97ceb74428965275c07ddfd314f",16,"862","SALE",2022-04-03,2022-04-13,"GBP",58616.84,20131.50,3042.72,"PART PAID",8,2022-04-12,2022-04-21
"283905797b9e55611dec8be4147a62efdac19cd142d061ef8d03f5f9d1183d1d",19,"221","PURCHASE",2022-01-31,2022-03-02,"EUR",40549.66,35997.51,3577.31,"PART PAID",2,2022-03-07,2022-04-11
"5327dd946b51d71c9d1d2a564192d48d61226f13ab4184231a0422cbd0db4889",6,"426","SALE",2022-06-17,2022-07-17,"GBP",107842.06,23489.24,7898.19,"UNPAID",7,2022-06-22,2022-06-27
"72c385adb7eba56460e76963a65f74c4ac09e4ac4a5f6664dee0e70651c462d2",12,"70","SALE",2021-02-23,2021-03-25,"GBP",78040.43,30248.70,4118.88,"UNPAID",8,2021-03-28,2021-04-30
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",32,"79","PURCHASE",2020-03-24,2020-07-22,"USD",70056.91,60456.60,8762.98,"PART PAID",10,2020-04-08,2020-04-23
"d73cd5a93e5fcdfe7add3b2d3649e89fc9d3b97ceb74428965275c07ddfd314f",16,"364","SALE",2021-02-10,2021-04-11,"NOK",68394.76,63330.22,6571.93,"UNPAID",0,2021-03-22,2021-05-01
"04b6ba9cd887cdfdef8462fd661dc6120b785ef806e776111ac0dedca70b5efe",38,"387","PURCHASE",2023-02-04,2023-02-24,"USD",93455.37,77944.44,4915.70,"PART PAID",8,2023-03-07,2023-04-07
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",,"938","SALE",2024-04-27,2024-05-27,"USD",57059.92,40283.22,8296.87,"PAID",0,2024-06-01,2024-07-06
"19c746e73130fe9d5a2f646018d53191cbc0357dc8844f283368942fc64b7203",,"473","SALE",2022-07-25,2022-11-22,"NOK",128484.53,95276.02,4992.01,"PAID",2,2022-09-03,2022-10-13
"ada7a26a3286f625b503e10a486fd11715f0ceedb2c1626d0bc4bb7ac971271f",,"794","SALE",2022-09-16,2023-01-14,"GBP",37499.58,26276.88,6780.32,"UNPAID",7,2022-10-24,2022-12-01
"ada7a26a3286f625b503e10a486fd11715f0ceedb2c1626d0bc4bb7ac971271f",,"752","PURCHASE",2022-01-28,2022-03-29,"GBP",92541.70,73491.22,5150.01,"UNPAID",9,2022-02-07,2022-02-17
"0c640002fb9731035243530d7cde650d12329158290bd8ade53731b379c016eb",,"802","PURCHASE",2022-10-15,2023-01-13,"USD",107779.77,40678.47,9711.83,"PART PAID",0,2022-10-28,2022-11-10
"5327dd946b51d71c9d1d2a564192d48d61226f13ab4184231a0422cbd0db4889",6,"591","SALE",2020-08-24,2020-09-23,"EUR",109983.38,74764.27,688.44,"PART PAID",6,2020-09-10,2020-09-27
"0be06b57d61720a78ef32edabeee0241929424811bb84f6d03666ee426c36652",24,"574","PURCHASE",2022-07-20,2022-09-18,"NOK",25801.30,16436.40,1547.81,"PART PAID",10,2022-07-27,2022-08-03
"e61b211c81b3bd47745f160cc928a5057233f2a4c6107770ad66d27a2d847606",9,"9","SALE",2020-08-20,2020-09-09,"USD",88474.66,44318.96,824.35,"PAID",4,2020-08-24,2020-08-28
"96c6e79195d059fcea80caf98ed7d11e37f5a594966fc0e9e9a59bb19aee5448",31,"460","SALE",2020-03-01,2020-05-30,"EUR",89423.11,46195.54,616.13,"PART PAID",9,2020-03-31,2020-04-30
"ac971ae14058f6ba7fb6ceb2decfef6d95ef7329371d7f9d6e6e49c4770e44d3",28,"118","SALE",2021-09-02,2021-10-02,"USD",140451.05,87853.18,8141.33,"UNPAID",1,2021-09-14,2021-09-26
"4389e0bc56d1682d0daed6501c581afc5f28adef13f66283615ceea77e92a0cb",14,"947","SALE",2021-10-04,2022-02-01,"USD",108824.02,54210.78,3332.70,"UNPAID",6,2021-11-08,2021-12-13
"2c417f35e1eb4e0ff8af03c0f4a946203b432e5e2c5ce8a539eb23bc1d0ee526",29,"140","PURCHASE",2022-02-16,2022-03-18,"USD",29983.65,29076.95,7354.33,"PART PAID",5,2022-03-09,2022-03-30
"401805e3b1d0bbeed8928ad5d3263555c1158ab1adeca1d0c8ffedb311e91732",15,"721","PURCHASE",2022-01-10,2022-04-10,"USD",54366.07,20456.96,6428.84,"PAID",8,2022-01-12,2022-01-14
"96c6e79195d059fcea80caf98ed7d11e37f5a594966fc0e9e9a59bb19aee5448",31,"761","PURCHASE",2022-06-04,2022-06-14,"GBP",132178.27,81921.44,875.79,"UNPAID",10,2022-06-10,2022-06-16
"706d178430b50660e79ba908bcf210441ce59b3ea1591703e8b5c038967375ed",,"505","PURCHASE",2021-10-15,2021-11-04,"NOK",92404.21,6204.87,4652.53,"PART PAID",2,2021-10-31,2021-11-16
"803cd0dc58d423e620db58c05a1e0ca1bd43bbc3bf4c358a400b2f2011ddd506",25,"800","SALE",2022-10-18,2022-11-07,"GBP",56082.83,10271.96,887.78,"PART PAID",10,2022-11-20,2022-12-23
"dba8deb6e76acb5ddee631be275c5265c5d78b6d60d53f0a9a7b6b85c2db7c11",11,"916","SALE",2020-10-24,2021-01-22,"NOK",112892.10,64314.36,1909.80,"PAID",0,2020-11-27,2020-12-31
"8328413235ffabb17899783cd3a631960f046927cb289ce66f70c58ade4d1074",,"924","SALE",2020-10-15,2021-01-13,"USD",20154.57,5452.46,2330.11,"PAID",0,2020-11-12,2020-12-10
"dea23921fb51fbe6b98afdd3d6a630d21f31236222d01309db2ed295c5a74580",,"395","PURCHASE",2023-06-11,2023-08-10,"EUR",95152.22,39043.84,4131.31,"PAID",4,2023-07-06,2023-07-31
