business_id,year,month,extract_type,total_vat_on_purchases,total_vat_on_sales,total_vat_paid_to_hmrc
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_VAT",395052827.03,23088503856.31,29493439.24
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_VAT",2130879694.31,2451250381.87,6583888.76
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,6,"OBAL_VAT",947983289.37,11232204676.57,13571194.53
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",368120583.49,15687891537.76,42425133.01
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",1472310366.22,41764742606.30,23200796.62
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",277947501.93,27938881635.24,32002635.74
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",1982800636.91,31790200848.57,27135642.39
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",289725208.31,6528125833.40,34057292.41
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",281290635.15,40165021731.85,45766388.08
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",715146846.71,20278730822.77,13547278.98
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",1360009204.54,17150600020.57,-3742736.38
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",409266536.36,18231172763.55,28591420.89
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",555967176.64,25571770743.68,36529381.51
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",1064649126.58,15009575377.09,-11963382.32
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",156001765.23,2340076.66,22999991.71
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",1654932932.08,39014729727.72,27033691.22
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",1948643920.37,40148240053.12,28495688.95
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",1280133853.50,40936703927.83,39039932.21
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",933568872.99,30798131803.30,-9080901.14
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",1555046110.64,1722929648.35,-3766797.29
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",38493288.53,15544216152.78,-12655824.08
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",1780561318.83,40923291043.38,17373228.73
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,8,"OBAL_VAT",1993287006.87,36708676547.00,12129556.46
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",1038476314.13,181786465.38,45522558.83
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",1057581087.33,2049045244.57,35833506.05
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",665305376.85,6832033267.15,-7401700.65
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",726992949.36,4848629270.51,-9979392.80
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",276009493.50,9154374565.52,-4840081.35
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",564382221.89,41247014243.35,25332853.32
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",932066147.66,37278246362.34,-10484875.15
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",2092377988.24,22334961324.35,20345866.52
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",1926246428.88,7677010961.07,15069778.95
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",890862907.88,42576829296.84,7018210.77
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",838562281.74,38250397553.43,20412390.12
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",963145465.47,42637298909.14,-9596492.64
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",1404730955.04,24082835886.01,12156843.62
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",743173583.89,13460137974.37,20800802.04
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",1822528202.59,24406463041.31,17124978.88
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",106338754.52,21195274120.53,25723238.45
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",1691354386.82,36978961842.71,19187681.27
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",733339303.13,20837629355.91,31846290.27
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",1375012409.06,30596746927.75,39513502.22
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,10,"OBAL_VAT",21180739.05,17929136774.67,-1185463.24
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1111179168.91,35557967960.95,-6180517.18
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",287746450.75,7772500571.75,18099244.19
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1211220761.25,22771804842.93,45223306.51
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",251014801.80,14716133195.11,33025670.17
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1603959438.73,40896902534.24,42618331.96
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",243804222.87,9269245254.71,31194726.48
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1697187603.88,13384341475.39,1031940.06
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1035714022.16,26976762994.17,16098823.26
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1913043501.07,22539617832.59,42678536.15
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1894676399.48,3161185439.80,-6932111.07
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1111490939.70,21154917276.25,22734923.88
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1370718396.18,38426617527.36,18756125.06
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",182712757.17,26181215156.26,6355988.86
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",329378207.74,232929148.58,18814997.22
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1910573988.97,41709843522.63,4821368.15
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1229783351.45,39742840760.57,36952402.07
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1059518902.28,18610403113.60,22308307.58
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",769183923.59,40507130862.67,-5876741.31
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",1343849715.77,17655002351.94,35533522.17
"0167d2a79ab6e3857073f13be93424be12993d74cb785384a9b7afa241ccb82e",2022,12,"OBAL_VAT",12502609.30,21346556480.71,-1494356.17
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",829121194.56,8372063321.87,10771891.34
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",1132596837.14,24248295397.23,17842816.67
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",139290091.97,16365398931.90,30868552.42
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",767157674.91,31451571888.39,17673457.78
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",1612848570.46,39431383518.26,5849225.37
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",1963885134.16,4451320320.87,30575493.99
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",472577570.15,30122781404.77,29322974.96
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",492395486.77,29827660653.15,32334902.64
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",1200725234.53,13395330664.80,32900561.74
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",1700295499.23,22016713247.02,-5962321.53
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",691134850.22,20341352929.92,15517350.32
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",2188540384.08,18526047100.79,34649365.22
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",765983368.17,37045664274.57,28820669.93
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",353535352.82,33842444464.51,77658.18
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",1835780115.11,39994719618.53,14488478.37
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",929703799.90,33244243652.27,-6826964.83
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",71088943.03,36179429698.66,17787321.43
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",665697038.97,6037756227.69,36645686.67
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",1764910094.95,40188711899.55,-4439295.52
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,2,"OBAL_VAT",10511476.18,21980788433.60,18961770.37
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",1299312176.48,40553908042.52,-1437873.01
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",567233288.28,29013865719.14,23715828.15
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",1296904209.04,4768530816.79,10265239.84
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",796234414.26,31775991632.28,-11212017.95
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",1638777122.96,12982993156.57,3838373.21
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",1576584355.70,6674949164.11,14353623.80
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",672972944.95,27190412064.92,2433181.16
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",1008207199.18,27500710024.07,36304927.87
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",2197096403.65,41129017168.91,8082220.97
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",1182356566.37,31058621785.36,15060233.11
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",418797322.68,37780493900.35,32548571.56
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",189758977.24,42488087885.96,34492065.99
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",1424164348.95,25272756498.05,12302273.66
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",1579630546.61,10917344661.25,29546963.38
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",1996150668.82,1508538343.72,25263379.05
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",278872690.29,33254463870.56,16696573.57
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",388192091.82,15112191090.11,4438520.60
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",755251941.33,5350506317.60,-6913759.21
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",1311895561.63,40996543111.62,32470600.78
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,4,"OBAL_VAT",675934551.40,17456002116.17,15549551.02
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",1180875594.78,29402362727.04,5318182.48
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",1916760163.88,30969000733.59,32423673.31
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",640323915.41,20609715435.54,858278.59
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",1887255841.92,4623743951.50,-2765908.93
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",2076378696.94,34873404973.47,5460651.28
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",1691245576.69,29244395117.36,35144188.59
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",1057235543.53,39545664220.46,36512209.15
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",1023910915.77,38713731652.87,-12159131.31
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",225863644.63,32491313123.43,12733174.53
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",166210564.15,42209638501.29,34857110.35
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",2110628323.89,339649638.54,2403646.71
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",601268729.76,32329260309.72,43559607.86
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",252917220.37,35908946877.55,-12292520.57
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",1902591007.07,15143642239.75,16696745.27
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",1354399267.84,31645116997.14,22889498.63
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",393954599.48,38562361936.97,35710155.30
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",2198418810.96,23176249197.32,36656006.40
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",2146703375.20,35003517513.66,38359486.47
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",706674065.66,35656266343.99,16758032.81
"029f4c3a41ed838ac4a439dbfefa316069cef42557f95f7b2aa0ee5694c0676b",2023,6,"OBAL_VAT",120649692.30,33213040349.20,35532536.66
